site,physical_net_$M,virtual_floating_$M,virtual_breakeven_$M,virtual_net_@$3M_$M,phys_minus_virt_$M
HOUSTON,-1.9046697842483258,1.6113407523726806,1.6113407523726806,-1.3886592476273194,-0.5160105366210064
WEST,-1.9046697842483258,1.8667774704343263,1.8667774704343263,-1.1332225295656737,-0.7714472546826521
