scenario,use_toll,bess_sites,mean_$M,std_$M,p05_$M,p95_$M
LMP only,False,,36374.06051041334,7.384093716851995,36357.55747524589,36379.25489931864
LMP + BESS West,False,WEST,36373.133491987945,7.034382979543139,36357.34316087278,36378.047883267645
LMP + BESS Houston,False,HOUSTON,36372.86143006604,7.040837141484549,36357.15059970693,36377.81249996863
LMP + toll,True,,36372.78849797148,4.5089787258072445,36362.994623517574,36376.33435174015
LMP + BESS both,False,"HOUSTON,WEST",36371.93441164064,6.6913157435237745,36356.93628533382,36376.605483917636
LMP + toll + BESS West,True,WEST,36371.86147954608,4.1626326891393095,36362.78030914446,36375.176852002514
LMP + toll + BESS Houston,True,HOUSTON,36371.58941762417,4.172810117201639,36362.58774797861,36374.9331893903
LMP + toll + BESS both,True,"HOUSTON,WEST",36370.66239919878,3.827738349488808,36362.37343360549,36373.779267413476
