cadence,mean_$M,std_$M,p05_$M,p95_$M
90d,36370.66239919878,3.827738349488808,36362.37343360549,36373.779267413476
85d,35585.19124445756,3.827738349489364,35576.90227886427,35588.30811267226
75d,34140.91151860587,3.827738349488677,34132.62255301259,34144.02838682058
74d,33974.59254439361,3.8277383494886,33966.30357880032,33977.70941260831
63d,31871.908196399487,3.827738349488443,31863.619230806195,31875.025064614187
60d,31207.62750011172,3.8277383494884565,31199.33853451843,31210.744368326417
45d,27065.468983926796,3.827738349489266,27057.18001833351,27068.5858521415
30d,19745.59989324719,3.8277383494891106,19737.3109276539,19748.716761461892
25d,15644.1078291324,3.8277383494883805,15635.818863539116,15647.224697347105
