scenario,delta_mean,delta_std,delta_p05,delta_p95
LMP only,0.0,0.0,0.0,0.0
LMP + toll,-1.2720124418662453,2.954762117583184,-3.0238971099772245,5.437148271671503
LMP + BESS Houston,-1.1990803473028064,0.35040024354510935,-1.4333700929681072,-0.40054250311495715
LMP + BESS West,-0.9270184253975458,0.3571999549959568,-1.2381436997122364,-0.15670067170704
LMP + BESS both,-2.12609877269977,0.7021303166396695,-2.646380419774869,-0.5848409821232053
LMP + toll + BESS Houston,-2.471092789169197,3.299440406032344,-4.435694348766811,5.030272732712183
LMP + toll + BESS West,-2.1990308672635,3.3010799521720195,-4.184489442781524,5.1733791508953795
LMP + toll + BESS both,-3.3981112145657972,3.6462901029826087,-5.606175697574327,4.771034675781993
