cadence,mean_$M,std_$M,p05_$M,p95_$M
90d,36370.788265992975,1.710696387391841,36368.3944604299,36373.15540093629
85d,35585.31711125175,1.7106963873920742,35582.92330568869,35587.684246195065
75d,34141.03738540007,1.7106963873915055,34138.643579837,34143.40452034338
74d,33974.718411187794,1.7106963873916647,33972.32460562473,33977.08554613111
63d,31872.034063193678,1.710696387392127,31869.640257630603,31874.40119813698
60d,31207.753366905912,1.7106963873928895,31205.35956134284,31210.120501849226
45d,27065.59485072099,1.7106963873918901,27063.201045157923,27067.961985664297
30d,19745.725760041383,1.7106963873917367,19743.33195447831,19748.092894984693
25d,15644.2336959266,1.710696387392495,15641.839890363526,15646.600830869907
