mw_reserved,base_mean_$M,base_std_$M,lease_at_default_$M,net_at_default_K_mean_$M,solve_s
0.0,19749.94085605764,2.5796977629435816,0.0,19749.94085605764,0.0
20.0,19750.517109984317,2.438948850516716,0.96,19749.557109984315,8.330883979797363
40.0,19751.09193429014,2.300033361456064,1.92,19749.171934290145,9.127847909927368
60.0,19751.665050952917,2.163399501411118,2.88,19748.785050952916,9.123905420303345
80.0,19752.23601284692,2.0298939781506147,3.84,19748.396012846923,11.129735469818115
100.0,19752.804139726642,1.9005708640807513,4.8,19748.00413972664,11.709617376327515
