site,physical_net_$M,virtual_floating_$M,virtual_breakeven_$M,virtual_net_@$3M_$M,phys_minus_virt_$M
HOUSTON,-1.9753641771585408,1.5691701487224734,1.5691701487224734,-1.4308298512775266,-0.5445343258810142
WEST,-1.9753641771585408,1.8214593838370365,1.8214593838370365,-1.1785406161629635,-0.7968235609955774
