cap_label,cap_mwh_per_day,mean_$M,std_$M,delta_vs_lmp_$M,g_toll_total_mwh,toll_cost_$M,toll_lease_$M,binding_frac
peaker (720),720.0,19747.414392535793,2.198288486599565,-2.526463521854312,58355.83077682,3.4929594386213334,4.800000000000001,0.018353660545245825
intermediate (1500),1500.0,19747.85116730319,2.000560583477985,-2.089688754453746,72954.87134178,4.388031300575649,4.800000000000001,0.011013718499664855
near-nameplate (2280),2280.0,19747.99205376301,1.909207253333445,-1.9488022946338606,75716.6014124,4.585660043172041,4.800000000000001,0.007520162071375223
uncapped (None),inf,19748.00413972664,1.900570864080751,-1.936716331003554,75860.6014124,4.599298992004076,4.800000000000001,
