scenario,use_toll,bess_sites,mean_$M,std_$M,p05_$M,p95_$M
LMP only,False,,36375.003362009236,2.5796977629448583,36371.53736576247,36378.59232016849
LMP + BESS West,False,WEST,36373.99734893581,2.4771703783012216,36370.63817524616,36377.408899650865
LMP + BESS Houston,False,HOUSTON,36373.7309953974,2.489634042294573,36370.3607091861,36377.166788038616
LMP + toll,True,,36373.06664567823,1.900570864082685,36370.48108656297,36375.67587758756
LMP + BESS both,False,"HOUSTON,WEST",36372.72498232397,2.3870683807513093,36369.461518669785,36375.97671953719
LMP + toll + BESS West,True,WEST,36372.06063260481,1.7965647926750525,36369.57964772321,36374.53334584004
LMP + toll + BESS Houston,True,HOUSTON,36371.794279066395,1.8145857461471964,36369.277718367644,36374.330343073576
LMP + toll + BESS both,True,"HOUSTON,WEST",36370.788265992975,1.710696387391841,36368.3944604299,36373.15540093629
