scenario,use_toll,bess_sites,mean_$M,std_$M,p05_$M,p95_$M
LMP only,False,,36375.61138432012,2.5666941978202757,36372.16045637319,36379.1762330926
LMP + BESS West,False,WEST,36374.577905011916,2.464987661212893,36371.233506264,36377.966945025386
LMP + BESS Houston,False,HOUSTON,36374.31456312561,2.477167592502075,36370.95915278585,36377.72750775992
LMP + toll,True,,36373.64226191815,1.8868066695970855,36371.071308924154,36376.23235716549
LMP + BESS both,False,"HOUSTON,WEST",36373.281083817405,2.3754243718316967,36370.032202676666,36376.51167005126
LMP + toll + BESS West,True,WEST,36372.60878260995,1.7836556972618982,36370.1420980548,36375.062555958364
LMP + toll + BESS Houston,True,HOUSTON,36372.345440723635,1.801272323394855,36369.86129137363,36374.86244636427
LMP + toll + BESS both,True,"HOUSTON,WEST",36371.311961415435,1.698236385523122,36368.932400225465,36373.66088520849
