scenario,mean_$M,std_$M,p05_$M,p95_$M,rev_bess_$M,lmp_cost_$M,toll_cost_$M,toll_lease_$M,bess_ch_$M,bess_lease_$M,ch_mwh,dis_dc_mwh,dis_grid_mwh,solve_s
LMP only,19750.54887836853,2.566694197820378,19747.097950421594,19754.113727141008,0.0,35.789579888933204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.131386756896973
LMP + toll,19748.579755966555,1.886806669597586,19746.00880297257,19751.169851213912,0.0,28.424388776032412,4.53431351487461,4.800000000000001,0.0,0.0,0.0,0.0,0.0,10.54185700416565
LMP + BESS Houston,19749.25205717402,2.4771675925006766,19745.89664683426,19752.665001808324,2.199190505745468,34.817131353694435,0.0,0.0,1.4684602354948328,3.0,56670.093506426,13791.822138520001,38344.663920745996,13.461581468582153
LMP + BESS West,19749.515399060325,2.4649876612123713,19746.171000312414,19752.90443907379,2.33954853729506,34.70722794855126,0.0,0.0,1.455379785879542,3.0,59499.07901932601,14568.536657560002,40170.61607298,12.309661626815796
LMP + BESS both,19748.218577865817,2.3754243718320986,19744.969696725075,19751.44916409966,4.957514217037762,34.153554587309735,0.0,0.0,2.923840021374374,6.0,116169.17252575199,21981.90628392,84893.732505886,16.9826238155365
LMP + toll + BESS Houston,19747.28293477204,1.801272323394696,19744.79878542204,19749.79994041268,2.901157240183857,28.153906975231983,4.53431351487461,4.800000000000001,1.4684602354948293,3.0,56670.09350642596,7042.601660959826,45093.884398306014,11.85339069366455
LMP + toll + BESS West,19747.546276658355,1.7836556972621078,19745.07959210321,19750.00005000677,2.3501859908494964,27.35267428920491,4.53431351487461,4.800000000000001,1.455379785879542,3.0,59499.07901932601,14470.598121220004,40268.55460932,13.848535060882568
LMP + toll + BESS both,19746.249455463843,1.6982363855231986,19743.869894273885,19748.598379256902,5.552591860111869,27.383441117483,4.53431351487461,4.800000000000001,2.9238400213743705,6.0,116169.17252575194,16299.555052039828,90576.08373776602,17.62876057624817
