cap_label,cap_mwh_per_day,mean_$M,std_$M,delta_vs_lmp_$M,g_toll_total_mwh,toll_cost_$M,toll_lease_$M,binding_frac
peaker (720),720.0,19747.993622523773,2.186097716686347,-2.555255844755593,58353.56084744,3.442097329312771,4.800000000000001,0.018352946623213566
intermediate (1500),1500.0,19748.42710020171,1.987585999747676,-2.1217781668238604,72946.33148302,4.325170114850048,4.800000000000001,0.011012429269779588
near-nameplate (2280),2280.0,19748.567673472422,1.8955160592252134,-1.9812048961088293,75700.06155364,4.520701704363164,4.800000000000001,0.0075185193349582066
uncapped (None),inf,19748.579755966555,1.886806669597586,-1.9691224019740183,75844.06155364,4.53431351487461,4.800000000000001,
