cadence,mean_$M,std_$M,p05_$M,p95_$M
90d,36371.311961415435,1.698236385523122,36368.932400225465,36373.66088520849
85d,35585.84080667421,1.6982363855221116,35583.46124548425,35588.18973046727
75d,34141.56108082253,1.698236385522055,34139.18151963258,34143.91000461559
74d,33975.24210661026,1.6982363855222682,33972.8625454203,33977.59103040332
63d,31872.557758616138,1.6982363855228881,31870.178197426176,31874.906682409193
60d,31208.27706232838,1.6982363855226876,31205.897501138414,31210.62598612143
45d,27066.118546143454,1.698236385523214,27063.73898495349,27068.467469936506
30d,19746.249455463843,1.6982363855231986,19743.869894273885,19748.598379256902
25d,15644.757391349056,1.698236385522445,15642.377830159096,15647.106315142111
