mw_reserved,base_mean_$M,base_std_$M,lease_at_default_$M,net_at_default_K_mean_$M,solve_s
0.0,19750.54887836853,2.566694197820378,0.0,19750.54887836853,0.0
20.0,19751.11862344572,2.425856931224695,0.96,19750.158623445725,7.340852499008179
40.0,19751.68694907306,2.2868229829291464,1.92,19749.766949073066,10.632513284683228
60.0,19752.253583730333,2.1500405510172134,2.88,19749.373583730332,7.514492750167847
80.0,19752.81807603665,2.016353920850644,3.84,19748.978076036652,9.552942037582397
100.0,19753.379755966555,1.886806669597586,4.8,19748.579755966555,7.534081220626831
