scenario,use_toll,bess_sites,mean_$M,std_$M,p05_$M,p95_$M
LMP only,False,,36376.85591794933,1.612647147288062,36374.23193842758,36378.86647611676
LMP + BESS West,False,WEST,36375.792485246224,1.5340754253066788,36373.300356212676,36377.67670932171
LMP + BESS Houston,False,HOUSTON,36375.52281783738,1.549596649156878,36373.00474242981,36377.43960218957
LMP + BESS both,False,"HOUSTON,WEST",36374.45938513427,1.4708905380213342,36372.07316021491,36376.24983539453
LMP + toll,True,,36374.29072998627,1.3868136856666446,36371.99831562128,36375.994591576244
LMP + toll + BESS West,True,WEST,36373.22729728317,1.3074678205794734,36371.066733406384,36374.8549686036
LMP + toll + BESS Houston,True,HOUSTON,36372.95762987432,1.330770069116744,36370.77111962351,36374.60936773134
LMP + toll + BESS both,True,"HOUSTON,WEST",36371.89419717123,1.2516714788019985,36369.83953740861,36373.47335827281
