site,x,freq,floating_mean_$M,floating_std_$M,floating_p05_$M,floating_p95_$M,breakeven_fixed_$M,fixed_payment_$M,net_at_physical_$M
HOUSTON,1,D,0.500746476884674,0.025432174902706346,0.4705844703600312,0.5454712342381287,0.500746476884674,3.0,-2.4992535231153257
WEST,1,D,0.5771095565304871,0.030679541808496916,0.523716288483429,0.6282482409378052,0.5771095565304871,3.0,-2.422890443469513
HOUSTON,2,D,0.9119947619082033,0.045762809955300944,0.8531161540048219,0.9867245280596925,0.9119947619082033,3.0,-2.088005238091797
WEST,2,D,1.056907987402344,0.05568500608152091,0.9598898864878845,1.147584569006195,1.056907987402344,3.0,-1.943092012597656
HOUSTON,4,D,1.5149648355258185,0.0744333379349596,1.4205114476147465,1.6349429093475343,1.5149648355258185,3.0,-1.4850351644741815
WEST,4,D,1.7710244790120242,0.09375032676855181,1.6066476846878053,1.912591027390442,1.7710244790120242,3.0,-1.2289755209879758
HOUSTON,8,D,2.201988100353272,0.10650492236238536,2.0637057100817873,2.383812921403809,2.201988100353272,3.0,-0.7980118996467278
WEST,8,D,2.5584092206066895,0.13631408555342697,2.308090382154541,2.7622873683758544,2.5584092206066895,3.0,-0.44159077939331065
