cadence,mean_$M,std_$M,p05_$M,p95_$M
90d,36371.89419717123,1.2516714788019985,36369.83953740861,36373.47335827281
85d,35586.423042430004,1.251671478801848,35584.368382667395,35588.002203531585
75d,34142.143316578324,1.2516714788004764,34140.08865681571,34143.722477679905
74d,33975.82434236605,1.2516714788005097,33973.76968260344,33977.403503467634
63d,31873.139994371926,1.2516714788010517,31871.085334609314,31874.719155473504
60d,31208.85929808416,1.2516714788010903,31206.804638321548,31210.43845918574
45d,27066.70078189924,1.2516714788009158,27064.646122136623,27068.27994300082
30d,19746.831691219635,1.2516714788001846,19744.77703145702,19748.410852321213
25d,15645.339627104848,1.251671478801016,15643.284967342233,15646.918788206427
