scenario,mean_$M,std_$M,p05_$M,p95_$M,rev_bess_$M,lmp_cost_$M,toll_cost_$M,toll_lease_$M,bess_ch_$M,bess_lease_$M,ch_mwh,dis_dc_mwh,dis_grid_mwh,solve_s
LMP only,19751.793411997733,1.6126471472875,19749.169432475985,19753.803970165165,0.0,34.54504625972895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.391220331192017
LMP + toll,19749.228224034683,1.3868136856662583,19746.935809669685,19750.932085624656,0.0,27.980190491349994,4.330043731431647,4.800000000000001,0.0,0.0,0.0,0.0,0.0,12.823903322219849
LMP + BESS Houston,19750.460311885792,1.5495966491560786,19747.942236478215,19752.377096237975,2.0877218599765857,33.599648801938386,0.0,0.0,1.3662194297127022,3.0,56541.313759746,13817.736899760002,38200.27179272,16.554797410964966
LMP + BESS West,19750.729979294632,1.5340754253047155,19748.23785026109,19752.61420337012,2.2506532124740377,33.500834908806226,0.0,0.0,1.3582972664992192,3.0,59277.934032664,14285.25673368,40250.44260932,15.314948081970215
LMP + BESS both,19749.396879182685,1.4708905380196269,19747.010654263322,19751.18732944293,4.73583488685291,32.95289726541796,0.0,0.0,2.724516696211921,6.0,115819.24779241001,21991.95689638,84561.7511391,20.094985008239746
LMP + toll + BESS Houston,19747.895123922735,1.3307700691153996,19745.708613671915,19749.546861779745,2.7580531880187427,27.70512436160154,4.330043731431647,4.800000000000001,1.3662194297126988,3.0,56541.313759745964,7076.78562289984,44941.22306958001,15.351213216781616
LMP + toll + BESS West,19748.16479133158,1.307467820577816,19746.004227454792,19749.79246265201,2.255009821047443,26.94033574900068,4.330043731431647,4.800000000000001,1.3582972664992192,3.0,59277.934032664,14247.475488,40288.223855,16.902918100357056
LMP + toll + BESS both,19746.831691219635,1.2516714788001846,19744.77703145702,19748.410852321213,5.316308514511648,26.96851512469769,4.330043731431647,4.800000000000001,2.724516696211918,6.0,115819.24779240998,16105.86434615984,90447.84368932001,20.565374851226807
