mw_reserved,base_mean_$M,base_std_$M,lease_at_default_$M,net_at_default_K_mean_$M,solve_s
0.0,19751.793411997733,1.6126471472875,0.0,19751.793411997733,0.0
20.0,19752.243481301848,1.564989119817887,0.96,19751.28348130185,11.1703519821167
40.0,19752.69216621888,1.5182957725145836,1.92,19750.77216621889,12.673147678375244
60.0,19753.139342358314,1.472801528310464,2.88,19750.259342358313,12.153469562530518
80.0,19753.584836413207,1.4287995695938034,3.84,19749.744836413207,10.353561878204346
100.0,19754.02822403468,1.3868136856662583,4.8,19749.228224034683,9.97990107536316
