scenario,delta_mean,delta_std,delta_p05,delta_p95
LMP only,0.0,0.0,0.0,0.0
LMP + toll,-1.1521024960736395,2.9576984439918803,-2.9225138049616364,5.561973377454887
LMP + BESS Houston,-1.1335330078984407,0.3512855351239277,-1.3709039113100516,-0.33361634930624867
LMP + BESS West,-0.8533411698303826,0.3580076952053854,-1.170372959327142,-0.08252590861047807
LMP + BESS both,-1.986874177727732,0.7034887003743581,-2.5151279010864527,-0.44342447652197736
LMP + toll + BESS Houston,-2.2856355039713527,3.3030445143460065,-4.27101764621184,5.2224617774445505
LMP + toll + BESS West,-2.005443665902567,3.304152084182035,-4.0113506290026635,5.370201559937596
LMP + toll + BESS both,-3.1389766738006437,3.650050587060044,-5.370103462707448,5.034573430410455
