site,physical_net_$M,virtual_floating_$M,virtual_breakeven_$M,virtual_net_@$3M_$M,phys_minus_virt_$M
HOUSTON,-1.8939942169679387,1.6710403414619142,1.6710403414619142,-1.3289596585380858,-0.5650345584298528
WEST,-1.8939942169679387,1.9365076989111332,1.9365076989111332,-1.0634923010888668,-0.8305019158790719
