scenario,mean_$M,std_$M,p05_$M,p95_$M,rev_bess_$M,lmp_cost_$M,toll_cost_$M,toll_lease_$M,bess_ch_$M,bess_lease_$M,ch_mwh,dis_dc_mwh,dis_grid_mwh,solve_s
LMP only,19747.370860842133,7.398283986440592,19730.855804554332,19752.63870049342,0.0,38.9675974153285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.004944562911987
LMP + toll,19746.21875834606,4.524553727148083,19736.417777931787,19749.8232227872,0.0,30.52808296163706,4.791616949764792,4.800000000000001,0.0,0.0,0.0,0.0,0.0,8.99900507926941
LMP + BESS Houston,19746.23732783424,7.054436260365009,19730.516292954315,19751.258402884836,2.4180815560982443,37.907501986757026,0.0,0.0,1.611709992567631,3.0,56616.09928334001,13823.254169659998,38263.55720448001,11.798984289169312
LMP + BESS West,19746.517519672307,7.04808486487646,19730.713731718944,19751.500686763906,2.600093450971694,37.79601680707194,0.0,0.0,1.625015229058051,3.0,59110.12528418,14134.742155826001,40246.573138734006,11.648193120956421
LMP + BESS both,19745.38398666441,6.7044232104309565,19730.37422011893,19750.12038915532,5.448736787689804,37.16648315912017,0.0,0.0,3.2367252216256817,6.0,115726.22456752002,21961.42343618,84506.70323252001,17.398760318756104
LMP + toll + BESS Houston,19745.085225338164,4.18817058968955,19736.078266331777,19748.48581447427,3.1992256984581395,30.249131675425428,4.791616949764792,4.800000000000001,1.6117099925676268,3.0,56616.09928333996,6989.684387599828,45097.12698654002,12.954113960266113
LMP + toll + BESS West,19745.365417176232,4.177768800245581,19736.275705096403,19748.73659295879,2.603917707394355,29.360326609802996,4.791616949764792,4.800000000000001,1.625015229058051,3.0,59110.12528418,14237.7847406,40143.53055396,13.617200136184692
LMP + toll + BESS both,19744.231884168334,3.84268967278729,19735.936193496385,19747.40290541817,6.138656575080931,29.41688849281979,4.791616949764792,4.800000000000001,3.2367252216256777,6.0,115726.22456751995,16238.752245819835,90229.37442288002,18.208056688308716
