scenario,delta_mean,delta_std,delta_p05,delta_p95
LMP only,0.0,0.0,0.0,0.0
LMP + toll,2.3886526566186514,14.688544460856543,-2.9225138049616364,45.80514750033453
LMP + BESS Houston,-0.9104056657802722,1.1317026759467812,-1.3716926920791592,2.4808765387699165
LMP + BESS West,-0.6350990351040673,1.1186255109268253,-1.170372959327142,2.699463261986238
LMP + BESS both,-1.5455047008837572,2.2461920218535374,-2.5151279010864527,5.080554524127001
LMP + toll + BESS Houston,1.4782469908386702,15.810559781087205,-4.27101764621184,48.34969272664184
LMP + toll + BESS West,1.7535536215155298,15.802637207658478,-4.0113506290026635,48.529281790366255
LMP + toll + BESS both,0.8431479557356942,16.92504385661182,-5.370103462707448,51.07382701666993
