site,x,freq,floating_mean_$M,floating_std_$M,floating_p05_$M,floating_p95_$M,breakeven_fixed_$M,fixed_payment_$M,net_at_physical_$M
HOUSTON,4,D,1.9150412496176763,1.0764750877994875,1.474426899846802,4.985831357259522,1.9150412496176763,3.0,-1.0849587503823237
WEST,4,D,2.1794887180837406,1.0720758612914307,1.6543698914842226,5.302348900021667,2.1794887180837406,3.0,-0.8205112819162593
