cadence,mean_$M,std_$M,p05_$M,p95_$M
90d,36362.61644536418,24.729254282429686,36289.835246245784,36372.46541136976
85d,35577.14529062297,24.729254282430993,35504.36409150456,35586.99425662855
75d,34132.86556477128,24.729254282429952,34060.08436565288,34142.71453077686
74d,33966.54659055902,24.72925428243087,33893.76539144061,33976.39555656459
63d,31863.862242564886,24.72925428243077,31791.081043446484,31873.71120857046
60d,31199.581546277124,24.729254282430297,31126.80034715873,31209.4305122827
45d,27057.4230300922,24.729254282430308,26984.641830973807,27067.271996097777
30d,19737.553939412595,24.729254282430375,19664.7727402942,19747.40290541817
25d,15636.061875297812,24.72925428243016,15563.28067617941,15645.910841303386
