mw_reserved,base_mean_$M,base_std_$M,lease_at_default_$M,net_at_default_K_mean_$M,solve_s
0.0,19736.71079145686,41.6390937408279,0.0,19736.71079145686,0.0
20.0,19738.151684317992,38.70427069655174,0.96,19737.191684317997,8.790082454681396
40.0,19739.591175728438,35.76983119085698,1.92,19737.671175728436,8.218846559524536
60.0,19741.02911731105,32.83598049342952,2.88,19738.149117311048,9.54392957687378
80.0,19742.46535890382,29.903109767157698,3.84,19738.625358903817,10.039167404174805
100.0,19743.899444113475,26.971608608618144,4.8,19739.099444113483,10.27823257446289
