site,physical_net_$M,virtual_floating_$M,virtual_breakeven_$M,virtual_net_@$3M_$M,phys_minus_virt_$M
HOUSTON,-1.7901710606759602,1.9150412496176763,1.9150412496176763,-1.0849587503823237,-0.7052123102936365
WEST,-1.7901710606759602,2.1794887180837406,2.1794887180837406,-0.8205112819162593,-0.9696597787597009
