cap_label,cap_mwh_per_day,mean_$M,std_$M,delta_vs_lmp_$M,g_toll_total_mwh,toll_cost_$M,toll_lease_$M,binding_frac
peaker (720),720.0,76109.01768808605,35.14071038433174,-0.6253117645214661,59029.731419840005,4.1152562139835105,4.800000000000001,0.01856561097896538
intermediate (1500),1500.0,76110.8404152802,30.366340839031025,1.1974154296217603,73405.38070228,5.596980356610775,4.800000000000001,0.0110817301784843
near-nameplate (2280),2280.0,76111.89255157903,27.28026763214469,2.249551728464139,75697.38070228,6.336930628309251,4.800000000000001,0.007518253073182844
uncapped (None),inf,76111.99524137082,26.97346117980797,2.3522415202582487,75765.38070228,6.426248529270172,4.800000000000001,
