scenario,use_toll,bess_sites,mean_$M,std_$M,p05_$M,p95_$M
LMP + toll,True,,148094.41945602949,26.973461179810233,148014.88613105364,148105.11915211013
LMP + toll + BESS West,True,WEST,148093.7289721458,25.856307599197034,148017.59708206705,148103.98211167273
LMP + toll + BESS Houston,True,HOUSTON,148093.45981320398,25.847675647914304,148017.2520427789,148103.7339282652
LMP + toll + BESS both,True,"HOUSTON,WEST",148092.7693293203,24.730506956669263,148019.96800696486,148102.60050134195
LMP only,False,,148092.06721450918,41.64186334703439,147967.158818019,148107.9442245961
LMP + BESS West,False,WEST,148091.3767306255,40.52520245320249,147969.78296082703,148106.75445780106
LMP + BESS Houston,False,HOUSTON,148091.1075716837,40.51706314945336,147969.2902302003,148106.51735066893
LMP + BESS both,False,"HOUSTON,WEST",148090.4170878,39.40043477430705,147971.86007117794,148105.32758387388
