scenario,mean_$M,std_$M,p05_$M,p95_$M,rev_bess_$M,lmp_cost_$M,toll_cost_$M,toll_lease_$M,bess_ch_$M,bess_lease_$M,ch_mwh,dis_dc_mwh,dis_grid_mwh,solve_s
LMP only,76109.64299985056,41.641863347036704,75984.73460336035,76125.52000993748,0.0,48.56551019084756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.884068727493286
LMP + toll,76111.99524137082,26.97346117980797,76032.46191639501,76122.69493745152,0.0,34.98702014131962,6.426248529270172,4.800000000000001,0.0,0.0,0.0,0.0,0.0,9.376020193099976
LMP + BESS Houston,76108.68335702509,40.51706314945021,75986.86601554167,76124.0931360103,3.034631023355859,47.28768719825783,0.0,0.0,2.2720968414232505,3.0,56573.02391474201,14079.06475444,37968.11728059399,12.60002589225769
LMP + BESS West,76108.95251596687,40.52520245320973,75987.35874616838,76124.33024314242,3.1659439308351756,47.179934462857155,0.0,0.0,2.2420035425306826,3.0,59296.77172265001,14526.45946378,40026.57055396001,12.554550886154175
LMP + BESS both,76107.99287314138,39.40043477431662,75989.43585651928,76122.90336921524,6.773105156357316,46.47464167243372,0.0,0.0,4.5141003839539335,6.0,115869.79563739202,22051.75950538,84548.45254739399,17.046587228775024
LMP + toll + BESS Houston,76111.03559854535,25.847675647919754,76034.82782812027,76121.30971360662,4.031988258974817,34.70655438434876,6.426248529270172,4.800000000000001,2.2720968414232474,3.0,56573.02391474196,7205.268318399833,44841.91371663403,13.195678472518921
LMP + toll + BESS West,76111.30475748712,25.856307599204765,76035.17286740837,76121.55789701414,3.1395187059859335,33.57501918848,6.426248529270172,4.800000000000001,2.2420035425306826,3.0,59296.77172265001,14535.006076239999,40018.0239415,13.072092533111572
LMP + toll + BESS both,76110.34511466164,24.730506956673025,76037.5437923062,76120.17628668335,7.566833013661198,33.68987948020958,6.426248529270172,4.800000000000001,4.51410038395393,6.0,115869.79563739197,16301.160276959834,90299.05177581402,17.57287907600403
