site,physical_net_$M,virtual_floating_$M,virtual_breakeven_$M,virtual_net_@$3M_$M,phys_minus_virt_$M
HOUSTON,-1.870497613798309,1.870178468968018,1.870178468968018,-1.129821531031982,-0.740676082766327
WEST,-1.870497613798309,2.127037569756043,2.127037569756043,-0.8729624302439574,-0.9975351835543516
