scenario,delta_mean,delta_std,delta_p05,delta_p95
LMP only,0.0,0.0,0.0,0.0
LMP + toll,2.3522415202582487,14.68903067434439,-2.939534263044334,45.77127511433791
LMP + BESS Houston,-0.959642825476767,1.1317988192226045,-1.4185191499913343,2.432755450929835
LMP + BESS West,-0.6904838837060379,1.1189322637813441,-1.2212028779809772,2.646063974704884
LMP + BESS both,-1.6501267091825138,2.2466822797718176,-2.6135694648037315,4.97759187840129
LMP + toll + BESS Houston,1.3925986947820639,15.811252191299593,-4.342432411415212,48.26555292318881
LMP + toll + BESS West,1.661757636553084,15.803588685750457,-4.083249794012227,48.44048167029614
LMP + toll + BESS both,0.7021148110757349,16.92619544793472,-5.489202701063914,50.93475947917104
