scenario,delta_mean,delta_std,delta_p05,delta_p95
LMP only,0.0,0.0,0.0,0.0
LMP + toll,2.268457623499489,14.68900077869369,-3.0238971099772245,45.6758762214371
LMP + BESS Houston,-0.9760552049950638,1.1318319633369998,-1.434127966232154,2.4167150895382288
LMP + BESS West,-0.708943606663961,1.1190360850685357,-1.2381436997122364,2.6282658890100716
LMP + BESS both,-1.684998811612386,2.2468478563048095,-2.646380419774869,4.943272613971021
LMP + toll + BESS Houston,1.2924024185050076,15.81124535214156,-4.435694348766811,48.15339823332051
LMP + toll + BESS West,1.5595140168361104,15.803703301042098,-4.184489442781524,48.326775426725725
LMP + toll + BESS both,0.5834588118420652,16.92633491551958,-5.606175697574327,50.80429743860913
