cap_label,cap_mwh_per_day,mean_$M,std_$M,delta_vs_lmp_$M,g_toll_total_mwh,toll_cost_$M,toll_lease_$M,binding_frac
peaker (720),720.0,19737.645324904584,35.144590544111296,-0.6949498133167071,57879.96084744,4.039166241944711,4.800000000000001,0.018203993322086352
intermediate (1500),1500.0,19739.455379001447,30.37071805336597,1.1151042835455882,71734.06155364,5.488323286807798,4.800000000000001,0.010829417505078502
near-nameplate (2280),2280.0,19740.50605883566,27.284429242440577,2.1657841177639785,73924.59162426,6.222171415133741,4.800000000000001,0.007342179914372379
uncapped (None),inf,19740.6087323414,26.977610748769077,2.268457623499489,73991.79162426,6.311437994397095,4.800000000000001,
