cadence,mean_$M,std_$M,p05_$M,p95_$M
90d,36363.98623948134,24.734477838995762,36291.14919006685,36373.779267413476
85d,35578.51508474011,24.734477838996117,35505.678035325625,35588.30811267226
75d,34134.23535888843,24.73447783899693,34061.39830947394,34144.02838682058
74d,33967.91638467616,24.734477838996128,33895.07933526167,33977.70941260831
63d,31865.232036682035,24.734477838996472,31792.394987267548,31875.025064614187
60d,31200.951340394276,24.734477838996465,31128.11429097978,31210.744368326417
45d,27058.79282420935,24.734477838996224,26985.95577479486,27068.5858521415
30d,19738.92373352974,24.734477838996785,19666.086684115253,19748.716761461892
25d,15637.431669414957,24.73447783899591,15564.59462000047,15647.224697347105
