mw_reserved,base_mean_$M,base_std_$M,lease_at_default_$M,net_at_default_K_mean_$M,solve_s
0.0,19738.3402747179,41.646086114745344,0.0,19738.3402747179,0.0
20.0,19739.75700738022,38.71106982888715,0.96,19738.79700738022,11.037449598312378
40.0,19741.172375071626,35.776435605285194,1.92,19739.252375071625,11.276453018188477
60.0,19742.58627508112,32.84239347180491,2.88,19739.706275081116,13.428053617477417
80.0,19743.99852945657,29.909329231517717,3.84,19740.15852945657,11.080315113067627
100.0,19745.4087323414,26.977610748769077,4.8,19740.6087323414,10.770854949951172
