cadence,mean_$M,std_$M,p05_$M,p95_$M
90d,36363.46031013451,24.73265903654206,36290.644926452886,36373.275303295166
85d,35577.9891553933,24.732659036543744,35505.173771711656,35587.80414855394
75d,34133.70942954161,24.73265903654329,34060.89404585998,34143.52442270226
74d,33967.39045532934,24.73265903654367,33894.575071647705,33977.20544848999
63d,31864.706107335216,24.732659036543907,31791.89072365358,31874.521100495862
60d,31200.425411047458,24.732659036544163,31127.61002736582,31210.240404208103
45d,27058.266894862532,24.732659036543836,26985.451511180894,27068.081888023178
30d,19738.39780418292,24.732659036544195,19665.582420501287,19748.21279734357
25d,15636.905740068136,24.732659036544398,15564.090356386498,15646.720733228789
