cap_label,cap_mwh_per_day,mean_$M,std_$M,delta_vs_lmp_$M,g_toll_total_mwh,toll_cost_$M,toll_lease_$M,binding_frac
peaker (720),720.0,19737.06336827295,35.1420211770952,-0.665848917793337,57882.230776820004,4.090226186480144,4.800000000000001,0.01820470724411861
intermediate (1500),1500.0,19738.87680862327,30.36836467375402,1.1475914325302439,71740.6014124,5.551207133972518,4.800000000000001,0.01083040480259662
near-nameplate (2280),2280.0,19739.92781696262,27.282306304256323,2.1985997718741417,73939.13148302,6.287140131523582,4.800000000000001,0.007343624011074164
uncapped (None),inf,19740.03049444156,26.975499875556093,2.301277250815183,74006.33148302,6.376433752169248,4.800000000000001,
