scenario,delta_mean,delta_std,delta_p05,delta_p95
LMP only,0.0,0.0,0.0,0.0
LMP + toll,2.301277250815183,14.688714965285733,-2.9969229684733363,45.7102698599494
LMP + BESS Houston,-0.9514366340002743,1.1317824536065233,-1.4107147449538389,2.4407756339449405
LMP + BESS West,-0.6812536246357922,1.1188806553589747,-1.2127320485627933,2.6549632612015555
LMP + BESS both,-1.6326902586366487,2.2465999042138463,-2.59716343854343,4.994751764615648
LMP + toll + BESS Houston,1.3498406168146904,15.810868597271204,-4.385009034387804,48.212925571431875
LMP + toll + BESS West,1.6200236261795362,15.803185068903522,-4.130762041025628,48.38863060245203
LMP + toll + BESS both,0.6685869921786071,16.92572782710329,-5.528848269484479,50.891286313936504
