site,physical_net_$M,virtual_floating_$M,virtual_breakeven_$M,virtual_net_@$3M_$M,phys_minus_virt_$M
HOUSTON,-1.9170198141283294,1.877655599091736,1.877655599091736,-1.122344400908264,-0.7946754132200655
WEST,-1.9170198141283294,2.1357794273668214,2.1357794273668214,-0.8642205726331784,-1.052799241495151
