cap_label,cap_mwh_per_day,mean_$M,std_$M,delta_vs_lmp_$M,g_toll_total_mwh,toll_cost_$M,toll_lease_$M,binding_frac
peaker (720),720.0,19747.8153593942,1.4668254638499827,-2.75329109901475,58423.430776819994,3.5133181235922053,4.800000000000001,0.018374921616099285
intermediate (1500),1500.0,19748.046820073378,1.4311032369551866,-2.521830419839607,72371.41120054001,4.340798912597916,4.800000000000001,0.010925635748873794
near-nameplate (2280),2280.0,19748.069237215765,1.428524302094039,-2.499413277450876,74379.27134178,4.458693405403105,4.800000000000001,0.0073873386391769165
uncapped (None),inf,19748.06951601583,1.4285123531354473,-2.499134477392581,74410.87134178,4.460579422836129,4.800000000000001,
