site,physical_net_$M,virtual_floating_$M,virtual_breakeven_$M,virtual_net_@$3M_$M,phys_minus_virt_$M
HOUSTON,-1.9638524360966452,1.5599637937609863,1.5599637937609863,-1.4400362062390137,-0.5238162298576314
WEST,-1.9638524360966452,1.8236291704460454,1.8236291704460454,-1.1763708295539546,-0.7874816065426906
