scenario,use_toll,bess_sites,mean_$M,std_$M,p05_$M,p95_$M
LMP only,False,,36375.631156444804,1.6604392105265933,36372.929421052184,36377.70120644502
LMP + BESS West,False,WEST,36374.6232481483,1.5795217507662944,36372.05729667957,36376.5631927155
LMP + BESS Houston,False,HOUSTON,36374.34742043468,1.595514577186343,36371.7547358531,36376.320908836424
LMP + BESS both,False,"HOUSTON,WEST",36373.33951213817,1.5144588796361835,36370.88261148048,36375.18289510691
LMP + toll,True,,36373.13202196741,1.4285123531357817,36370.76995581972,36374.885728738795
LMP + toll + BESS West,True,WEST,36372.12411367091,1.3467983281633,36369.89783144711,36373.79909891039
LMP + toll + BESS Houston,True,HOUSTON,36371.84828595729,1.3707864573193065,36369.59527062064,36373.54832042586
LMP + toll + BESS both,True,"HOUSTON,WEST",36370.840377660774,1.289326199243331,36368.72314624803,36372.46541136976
