scenario,delta_mean,delta_std,delta_p05,delta_p95
LMP only,0.0,0.0,0.0,0.0
LMP + toll,-2.499134477392581,0.333434462087872,-2.9225138049616364,-2.019851185333573
LMP + BESS Houston,-1.2837360101307422,0.08141582655556674,-1.379763010374154,-1.1408915484145836
LMP + BESS West,-1.0079082965072304,0.09767015774398019,-1.170372959327142,-0.8543727961692641
LMP + BESS both,-2.291644306637536,0.16203807988063426,-2.5151279010864527,-1.9654057209325402
LMP + toll + BESS Houston,-3.7828704875230326,0.4093979136080153,-4.27101764621184,-3.18771680255195
LMP + toll + BESS West,-3.5070427738988657,0.39510201798271766,-4.0113506290026635,-2.8358405690947626
LMP + toll + BESS both,-4.790778784029244,0.47182842069637554,-5.370103462707448,-3.9767325964106934
