mw_reserved,base_mean_$M,base_std_$M,lease_at_default_$M,net_at_default_K_mean_$M,solve_s
0.0,19750.568650493213,1.6604392105256756,0.0,19750.568650493213,0.0
20.0,19751.031985927548,1.6114936861489928,0.96,19750.07198592755,11.217397928237915
40.0,19751.49391991119,1.5635443211106352,1.92,19749.57391991119,11.316288232803345
60.0,19751.954304067,1.5168341857408232,2.88,19749.074304067,10.554444074630737
80.0,19752.41298823297,1.4716478708687126,3.84,19748.57298823296,12.044898748397827
100.0,19752.86951601582,1.4285123531354473,4.8,19748.06951601583,9.670713424682617
