cadence,mean_$M,std_$M,p05_$M,p95_$M
90d,36370.840377660774,1.289326199243331,36368.72314624803,36372.46541136976
85d,35585.36922291956,1.2893261992419631,35583.251991506804,35586.99425662855
75d,34141.08949706788,1.2893261992419658,34138.972265655124,34142.71453077686
74d,33974.77052285561,1.2893261992418803,33972.65329144285,33976.39555656459
63d,31872.086174861477,1.2893261992426588,31869.96894344873,31873.71120857046
60d,31207.805478573715,1.2893261992424376,31205.688247160964,31209.4305122827
45d,27065.64696238879,1.289326199242011,27063.52973097604,27067.271996097777
30d,19745.77787170919,1.2893261992417697,19743.660640296435,19747.40290541817
25d,15644.285807594402,1.2893261992420806,15642.168576181646,15645.910841303386
