mw_reserved,base_mean_$M,base_std_$M,lease_at_default_$M,net_at_default_K_mean_$M,solve_s
0.0,95044.3272878541,1.129587765996261,0.0,95044.3272878541,0.0
20.0,95044.56080140472,1.1101950896175385,0.96,95043.60080140471,10.324193477630615
40.0,95044.79378223991,1.0910692738079986,1.92,95042.87378223991,9.322028160095215
60.0,95045.02604553202,1.0722072860817164,2.88,95042.146045532,10.438087701797485
80.0,95045.25761924346,1.0537621278389235,3.84,95041.41761924345,9.756333351135254
100.0,95045.48834338803,1.0357770918643312,4.8,95040.68834338804,9.651357173919678
