cap_label,cap_mwh_per_day,mean_$M,std_$M,delta_vs_lmp_$M,g_toll_total_mwh,toll_cost_$M,toll_lease_$M,binding_frac
peaker (720),720.0,95040.63660263998,1.0428038200895517,-3.690685214109544,47869.413557240005,2.812237317411845,4.800000000000001,0.015055547238966889
intermediate (1500),1500.0,95040.68693165387,1.0354832160857237,-3.6403562002372927,53071.462839679996,3.110294232877481,4.800000000000001,0.008011996201642512
near-nameplate (2280),2280.0,95040.68833456447,1.0357814131913827,-3.6389532896201127,53357.062839679995,3.126548540541112,4.800000000000001,0.0052994158839944055
uncapped (None),inf,95040.68834338804,1.0357770918643312,-3.638944466051471,53359.462839679996,3.1266880931670538,4.800000000000001,
