site,physical_net_$M,virtual_floating_$M,virtual_breakeven_$M,virtual_net_@$3M_$M,phys_minus_virt_$M
HOUSTON,-2.2014312757332988,1.2717693248177493,1.2717693248177493,-1.7282306751822507,-0.47320060055104807
WEST,-2.2014312757332988,1.5114512269439695,1.5114512269439695,-1.4885487730560305,-0.7128825026772683
