cap_label,cap_mwh_per_day,mean_$M,std_$M,delta_vs_lmp_$M,g_toll_total_mwh,toll_cost_$M,toll_lease_$M,binding_frac
peaker (720),720.0,19746.414529561498,5.971525018959116,-2.1766879720558063,58883.830776819996,3.516540984043575,4.800000000000001,0.018519723347178187
intermediate (1500),1500.0,19747.08103630961,5.054025264261794,-1.5101812239437278,73359.14127116,4.430499166975316,4.800000000000001,0.01107474958803744
near-nameplate (2280),2280.0,19747.351231741035,4.556265265368262,-1.2399857925217657,75826.07134178,4.645130201674386,4.800000000000001,0.007531034609174374
uncapped (None),inf,19747.373709920084,4.511546057925022,-1.2175076134731353,75922.87134178,4.6611426150154305,4.800000000000001,
