scenario,delta_mean,delta_std,delta_p05,delta_p95
LMP only,0.0,0.0,0.0,0.0
LMP + toll,-1.2175076134731353,2.9563705476343074,-2.976505939155868,5.496269823644433
LMP + BESS Houston,-1.1826935177080304,0.3506192294214123,-1.4177535483375323,-0.38381096594057457
LMP + BESS West,-0.9086005324442522,0.3573984757001129,-1.2212028779746107,-0.13815852292827926
LMP + BESS both,-2.0912940501526465,0.702465150649145,-2.6135694647879064,-0.5494884559013372
LMP + toll + BESS Houston,-2.4002011311818934,3.301245353674986,-4.372407472729174,5.10623526153322
LMP + toll + BESS West,-2.1261081459178968,3.3027402520260254,-4.118805588103532,5.2479377843503245
LMP + toll + BESS both,-3.308801663626655,3.6481470661139914,-5.524758495155038,4.862272393935018
