scenario,use_toll,bess_sites,mean_$M,std_$M,p05_$M,p95_$M
LMP only,False,,36373.65372348515,7.3875935630815635,36357.1476835116,36378.86647611676
LMP + BESS West,False,WEST,36372.74512295269,7.037763168509349,36356.95142808888,36377.67670932171
LMP + BESS Houston,False,HOUSTON,36372.47102996744,7.0441906643142,36356.7576489495,36377.43960218957
LMP + toll,True,,36372.436215871676,4.511546057924749,36362.64395333524,36375.994591576244
LMP + BESS both,False,"HOUSTON,WEST",36371.56242943499,6.694548801177187,36356.561393526776,36376.24983539453
LMP + toll + BESS West,True,WEST,36371.527615339226,4.165075303344481,36362.447697912525,36374.8549686036
LMP + toll + BESS Houston,True,HOUSTON,36371.25352235396,4.175319331607578,36362.25391877314,36374.60936773134
LMP + toll + BESS both,True,"HOUSTON,WEST",36370.34492182152,3.8301286850502927,36362.05766335041,36373.47335827281
