site,physical_net_$M,virtual_floating_$M,virtual_breakeven_$M,virtual_net_@$3M_$M,phys_minus_virt_$M
HOUSTON,-1.9204627202116467,1.6262656480832525,1.6262656480832525,-1.3737343519167475,-0.5467283682948991
WEST,-1.9204627202116467,1.884210024209656,1.884210024209656,-1.115789975790344,-0.8046727444213027
