site,x,freq,floating_mean_$M,floating_std_$M,floating_p05_$M,floating_p95_$M,breakeven_fixed_$M,fixed_payment_$M,net_at_physical_$M
HOUSTON,4,D,1.6262656480832525,0.2669953493942375,1.431895362407532,2.2703695165521243,1.6262656480832525,3.0,-1.3737343519167475
WEST,4,D,1.884210024209656,0.2771657506571941,1.6066476846878053,2.5155114393600466,1.884210024209656,3.0,-1.115789975790344
