cadence,mean_$M,std_$M,p05_$M,p95_$M
90d,36370.34492182152,3.8301286850502927,36362.05766335041,36373.47335827281
85d,35584.8737670803,3.83012868505058,35576.586508609194,35588.002203531585
75d,34140.594041228615,3.8301286850498975,34132.306782757514,34143.722477679905
74d,33974.275067016344,3.830128685050789,33965.98780854524,33977.403503467634
63d,31871.59071902222,3.830128685049983,31863.303460551117,31874.719155473504
60d,31207.310022734455,3.830128685050966,31199.02276426335,31210.43845918574
45d,27065.151506549533,3.8301286850510188,27056.864248078433,27068.27994300082
30d,19745.28241586993,3.8301286850501497,19736.995157398822,19748.410852321213
25d,15643.790351755144,3.8301286850506004,15635.50309328404,15646.918788206427
