site,physical_net_$M,virtual_floating_$M,virtual_breakeven_$M,virtual_net_@$3M_$M,phys_minus_virt_$M
HOUSTON,-2.2002207625688004,1.2529747033032228,1.2529747033032228,-1.7470252966967772,-0.4531954658720232
WEST,-2.2002207625688004,1.4891145097514649,1.4891145097514649,-1.5108854902485351,-0.6893352723202653
