scenario,delta_mean,delta_std,delta_p05,delta_p95
LMP only,0.0,0.0,0.0,0.0
LMP + toll,-3.656558749230462,0.13948381820746705,-3.839970580638328,-3.4400306405463197
LMP + BESS Houston,-1.640691470078309,0.045967075606100694,-1.6953206872443842,-1.556181232270319
LMP + BESS West,-1.3744862151975394,0.060895587651263294,-1.4764654601633083,-1.2762217560120916
LMP + BESS both,-3.0151776852746845,0.09786465080766926,-3.1521994336384522,-2.819143871121196
LMP + toll + BESS Houston,-5.297250219309353,0.18121727721758735,-5.524452183355606,-5.014641609837417
LMP + toll + BESS West,-5.031044964426255,0.17907568337390278,-5.271296473740949,-4.711495461204322
LMP + toll + BESS both,-6.671736434500199,0.22182946521671232,-6.953066511272482,-6.272461417046725
