scenario,use_toll,bess_sites,mean_$M,std_$M,p05_$M,p95_$M
LMP only,False,,95044.90294630964,1.1129269643941042,95043.10644107363,95046.32018623626
LMP + BESS West,False,WEST,95043.52846009444,1.062289732282586,95041.81181725232,95044.89194636731
LMP + BESS Houston,False,HOUSTON,95043.26225483959,1.076811606498028,95041.52983363444,95044.64441575155
LMP + BESS both,False,"HOUSTON,WEST",95041.88776862436,1.0262224555917752,95040.23128307764,95043.21617588263
LMP + toll,True,,95041.24638756043,1.0202956764766047,95039.59329665611,95042.56872153697
LMP + toll + BESS West,True,WEST,95039.87190134522,0.9694124029063966,95038.29815068137,95041.14048166803
LMP + toll + BESS Houston,True,HOUSTON,95039.60569609035,0.9865044699444985,95038.01668921695,95040.89295105229
LMP + toll + BESS both,True,"HOUSTON,WEST",95038.23120987517,0.9357908174035945,95036.71611829294,95039.46471118335
