site,physical_net_$M,virtual_floating_$M,virtual_breakeven_$M,virtual_net_@$3M_$M,phys_minus_virt_$M
HOUSTON,-2.009185089473273,1.4999651849566653,1.4999651849566653,-1.5000348150433347,-0.5091502744299381
WEST,-2.009185089473273,1.7534895868068847,1.7534895868068847,-1.2465104131931153,-0.7626746762801575
