scenario,delta_mean,delta_std,delta_p05,delta_p95
LMP only,0.0,0.0,0.0,0.0
LMP + toll,-2.5911770251754205,0.3192675706431822,-2.9859567390834854,-2.1200804323554623
LMP + BESS Houston,-1.3495548054439133,0.07828369680081494,-1.4418888070096727,-1.2122043629919061
LMP + BESS West,-1.0819389242946635,0.09389856185202072,-1.2381436997049604,-0.9343611674914429
LMP + BESS both,-2.431493729737413,0.15578741343869196,-2.6463804197606806,-2.1178516475258222
LMP + toll + BESS Houston,-3.940731830622826,0.39230499051473505,-4.406372454147641,-3.360515984333324
LMP + toll + BESS West,-3.6731159494721215,0.3782059440418336,-4.1499513361006395,-3.0352953539215384
LMP + toll + BESS both,-5.0226707549177805,0.45203495562915674,-5.571637590881437,-4.247499747503025
