site,x,freq,floating_mean_$M,floating_std_$M,floating_p05_$M,floating_p95_$M,breakeven_fixed_$M,fixed_payment_$M,net_at_physical_$M
HOUSTON,1,D,0.42140788352999886,0.015044413725302448,0.40392539106292724,0.45173894334060677,0.42140788352999886,3.0,-2.578592116470001
WEST,1,D,0.492779157631836,0.019830255550638994,0.45993091749114995,0.5260537139082336,0.492779157631836,3.0,-2.507220842368164
HOUSTON,2,D,0.7720681188151246,0.02721958117553074,0.7387843410443117,0.8200313876071167,0.7720681188151246,3.0,-2.2279318811848756
WEST,2,D,0.9053867084564821,0.036111901375168884,0.8452733325973512,0.9644514750595093,0.9053867084564821,3.0,-2.094613291543518
HOUSTON,4,D,1.2655044509252928,0.0436722066892724,1.21197762694458,1.3403809243652343,1.2655044509252928,3.0,-1.7344955490747072
WEST,4,D,1.504005654172119,0.06050089116122815,1.4020258122512819,1.5985834175704958,1.504005654172119,3.0,-1.495994345827881
HOUSTON,8,D,1.8112697348254398,0.06230786196557008,1.7340315751861575,1.919725062518921,1.8112697348254398,3.0,-1.1887302651745602
WEST,8,D,2.1384809161669924,0.08707817569537105,1.9821604705334477,2.2721074616186527,2.1384809161669924,3.0,-0.8615190838330076
