scenario,delta_mean,delta_std,delta_p05,delta_p95
LMP only,0.0,0.0,0.0,0.0
LMP + toll,1.1788216307602124,0.14270198466895015,0.9902825097116874,1.401466434390022
LMP + BESS Houston,-1.6271448506959132,0.04642685982757992,-1.6823204545093176,-1.5417897652929242
LMP + BESS West,-1.3588632817266626,0.06150729558764946,-1.46186736232994,-1.2596102996671108
LMP + BESS both,-2.9860081324190832,0.09884631609156992,-3.124397327908082,-2.7880079039910926
LMP + toll + BESS Houston,-0.44832321993482765,0.18490312648925686,-0.680234292591922,-0.1588709106552415
LMP + toll + BESS West,-0.18004165096819633,0.18270818188566848,-0.42393746962115986,0.146596978108573
LMP + toll + BESS both,-1.8071865016611992,0.22591941697470413,-2.092571803127794,-1.4007736373685478
