scenario,use_toll,bess_sites,mean_$M,std_$M,p05_$M,p95_$M
LMP only,False,,95044.51917373142,1.1240340524521177,95042.70471657605,95045.95055035908
LMP + BESS West,False,WEST,95043.16031044968,1.0728881680595719,95041.42651685546,95044.53739324733
LMP + BESS Houston,False,HOUSTON,95042.8920288807,1.0875572549689423,95041.14229682503,95044.28797574047
LMP + BESS both,False,"HOUSTON,WEST",95041.533165599,1.036459958901353,95039.86013452608,95042.87481862871
LMP + toll,True,,95040.89799536217,1.0287792761530072,95039.23113667313,95042.23112447352
LMP + toll + BESS West,True,WEST,95039.53913208046,0.9773732884722873,95037.9523714055,95040.81796736176
LMP + toll + BESS Houston,True,HOUSTON,95039.27085051147,0.9946782832894626,95037.66871692211,95040.5685498549
LMP + toll + BESS both,True,"HOUSTON,WEST",95037.91198722976,0.9434450840965292,95036.3844724941,95039.15539274315
