site,x,freq,floating_mean_$M,floating_std_$M,floating_p05_$M,floating_p95_$M,breakeven_fixed_$M,fixed_payment_$M,net_at_physical_$M
HOUSTON,4,D,1.2655044509252928,0.0436722066892724,1.21197762694458,1.3403809243652343,1.2655044509252928,3.0,-1.7344955490747072
WEST,4,D,1.504005654172119,0.06050089116122815,1.4020258122512819,1.5985834175704958,1.504005654172119,3.0,-1.495994345827881
